DATASET,GAME_ID,DATE,TEAM,VENUE,Q1,Q2,Q3,Q4,OT1,OT2,OT3,OT4,OT5,F,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,"TO
TO",BL,PTS,POSS,PACE,OEFF,DEFF,"TEAM
REST DAYS",STARTING LINEUPS,,,,,MAIN REF,CREW,OPENING ODDS,OPENING SPREAD,OPENING TOTAL,"LINE 
MOVEMENT #1","LINE 
MOVEMENT #2","LINE 
MOVEMENT #3","CLOSING
ODDS",CLOSING SPREAD,CLOSING TOTAL,MONEYLINE,HALFTIME,"BOX SCORE
URL","ODDS
URL"
NBA 2018-2019 Regular Season,21800034,10/20/18,San Antonio,R,22,28,32,26,,,,,,108,240,42,100,13,30,11,14,15,25,40,29,17,5,6,6,4,108,93.8,93.8,115.2,129.1,2,Rudy Gay,LaMarcus Aldridge,Jakob Poeltl,DeMar DeRozan,Bryn Forbes,Ed Malloy,Brandon Adair,213,4,213,214u11,214,213,214,5,214,172,110,,
NBA 2018-2019 Regular Season,21800034,10/20/18,Portland,H,22,37,38,24,,,,,,121,240,45,84,15,32,16,19,8,38,46,24,14,5,12,12,3,121,93.8,93.8,129.1,115.2,1,Jake Layman,Al-Farouq Aminu,Jusuf Nurkic,CJ McCollum,Damian Lillard,,Scott Twardoski,-19,-4,213,-18.5,-4, -4.5 -15,-5,-5,214,-205,PK,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800035,10/20/18,Houston,R,31,35,32,26,,,,,,124,240,44,96,16,42,20,30,13,41,54,22,21,7,16,18,4,124,109.6,109.6,113.2,105,2,James Ennis III,PJ Tucker,Clint Capela,James Harden,Chris Paul,Jason Phillips,Matt Boland,-17,-2,235,-18,-20, -3 -15,-3.5,-3.5,237.5,-160,-1,,
NBA 2018-2019 Regular Season,21800035,10/20/18,LA Lakers,H,28,34,35,18,,,,,,115,240,48,100,8,32,11,18,9,35,44,28,21,8,10,11,10,115,109.6,109.6,105,113.2,1,Brandon Ingram,LeBron James,JaVale McGee,Kentavious Caldwell-Pope,Rajon Rondo,,Derrick Collins,235,2,235,238,237.5, 236.5o21,237.5,3.5,237.5,140,117o30,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800036,10/21/18,Atlanta,R,24,40,28,41,,,,,,133,240,48,98,22,47,15,19,9,35,44,32,21,9,12,12,7,133,106,106,125.5,104.7,1,Taurean Prince,Vince Carter,Alex Len,Kent Bazemore,Trae Young,Rodney Mott,Nick Buchert,226.5,5.5,226.5,233,233.5,233,232.5,8,232.5,303,115,,
NBA 2018-2019 Regular Season,21800036,10/21/18,Cleveland,H,34,26,26,25,,,,,,111,240,46,99,10,27,9,14,15,34,49,23,25,5,18,18,2,111,106,106,104.7,125.5,1,Cedi Osman,Kevin Love,Tristan Thompson,Rodney Hood,George Hill,,Derek Richardson,-5.5,-5.5,226.5,-7.5,-22.5,-8,-23,-8,232.5,-380,-8,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800037,10/21/18,Sacramento,R,34,34,29,34,,,,,,131,240,50,91,10,22,21,28,12,34,46,28,26,11,17,20,7,131,111.5,111.5,117.5,107.6,1,Iman Shumpert,Willie Cauley-Stein,Nemanja Bjelica,Buddy Hield,De'Aaron Fox,Michael Smith,Karl Lane,219.5,8.5,219.5,223,223.5, 223.5u21,222.5,10.5,222.5,477,111.5,,
NBA 2018-2019 Regular Season,21800037,10/21/18,Oklahoma City,H,32,24,34,30,,,,,,120,240,46,104,9,39,19,30,18,33,51,23,29,11,18,18,9,120,111.5,111.5,107.6,117.5,1,Paul George,Patrick Patterson,Steven Adams,Terrance Ferguson,Russell Westbrook,,Eric Lewis,-8.5,-8.5,219.5,-9,-24.5, -10 -16,-25.5,-10.5,222.5,-650,-10,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800038,10/21/18,Golden State,R,25,24,21,28,,,,,,98,240,36,79,7,29,19,24,6,34,40,22,29,4,18,19,6,98,99.2,99.2,98.8,100.8,1,Kevin Durant,Draymond Green,Damian Jones,Klay Thompson,Stephen Curry,Marc Davis,CJ Washington,-3,-3,230,-25,-4.5, -4.5 -03,-9.5,-4.5,230.5,-189,-27.5,,
NBA 2018-2019 Regular Season,21800038,10/21/18,Denver,H,17,30,33,20,,,,,,100,240,35,86,6,32,24,42,13,34,47,21,22,11,8,10,4,100,99.2,99.2,100.8,98.8,B2B,Torrey Craig,Paul Millsap,Nikola Jokic,Gary Harris,Jamal Murray,,Kevin Scott,230,3,230,229,230, 230o15,230.5,4.5,230.5,163,113,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800039,10/21/18,Houston,R,24,29,31,28,,,,,,112,240,43,89,15,35,11,15,6,29,35,28,23,6,12,12,6,112,98.9,98.9,113.2,116.3,B2B,James Ennis III,PJ Tucker,Clint Capela,Eric Gordon,James Harden,Mike Callahan,Brandon Adair,-2.5,-2.5,225,225,223.5,222,220.5,2.5,220.5,115,107.5o20,,
NBA 2018-2019 Regular Season,21800039,10/21/18,LA Clippers,H,29,25,39,22,,,,,,115,240,42,89,5,25,26,26,12,37,49,22,16,8,13,13,7,115,98.9,98.9,116.3,113.2,1,Tobias Harris,Danilo Gallinari,Marcin Gortat,Avery Bradley,Patrick Beverley,,Mark Lindsay,225,2.5,225,-17.5,-2.5, -2.5 -19,-2.5,-2.5,220.5,-135,-1,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800040,10/22/18,Orlando,R,28,20,27,18,,,,,,93,240,38,93,10,35,7,10,8,41,49,28,15,6,9,9,2,93,96.4,96.4,96.5,93.4,3IN4,Jonathan Isaac,Aaron Gordon,Nikola Vucevic,Evan Fournier,D.J. Augustin,Pat Fraher,Gediminas Petraitis,212,12,212,210.5,210.5o21 ,211,211.5,11,211.5,611,104.5,,
NBA 2018-2019 Regular Season,21800040,10/22/18,Boston,H,19,26,25,20,,,,,,90,240,37,91,9,40,7,9,9,42,51,21,15,6,12,12,3,90,96.4,96.4,93.4,96.5,3IN4,Jayson Tatum,Gordon Hayward,Al Horford,Jaylen Brown,Kyrie Irving,,J.T. Orr,-12,-12,212,-11.5,-13.5, -11 -05,-11,-11,211.5,-894,-9.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800041,10/22/18,Charlotte,R,22,25,32,27,,,,,,106,240,41,97,9,28,15,18,14,27,41,21,14,5,12,12,5,106,101.2,101.2,104.8,125.5,3IN4,Nicolas Batum,Marvin Williams,Cody Zeller,Jeremy Lamb,Kemba Walker,Ken Mauer,Marat Kogut,221,9,221,224,225,225.5,225,8.5,225,317,115.5,,
NBA 2018-2019 Regular Season,21800041,10/22/18,Toronto,H,31,31,35,30,,,,,,127,240,50,87,15,39,12,14,5,41,46,36,21,10,13,15,8,127,101.2,101.2,125.5,104.8,3IN4,Kawhi Leonard,Pascal Siakam,Serge Ibaka,Danny Green,Kyle Lowry,,Leon Wood,-9,-9,221,-23.5,-8.5, -8.5 -05,-8.5,-8.5,225,-400,PK,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800042,10/22/18,New York,R,29,23,35,26,,,,,,113,240,45,99,10,29,13,15,11,32,43,22,21,6,11,12,2,113,101.9,101.9,110.9,121.7,3IN4,Frank Ntilikina,Lance Thomas,Enes Kanter,Tim Hardaway Jr.,Trey Burke,James Capers,Aaron Smith,222,10,222,226,227, 227u22,227,11.5,227,614,110.5,,
NBA 2018-2019 Regular Season,21800042,10/22/18,Milwaukee,H,33,38,17,36,,,,,,124,240,45,96,17,40,17,24,19,36,55,27,18,5,14,15,9,124,101.9,101.9,121.7,110.9,2,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Malcolm Brogdon,Eric Bledsoe,,Dedric Taylor,-10,-10,222,-11.5,-22.5,-11.5,-16.5,-11.5,227,-900,-1,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800043,10/22/18,Indiana,R,28,21,24,18,,,,,,91,240,36,92,8,26,11,16,12,33,45,18,24,6,15,15,6,91,99.3,99.3,91.6,101.7,3IN4,Bojan Bogdanovic,Thaddeus Young,Myles Turner,Victor Oladipo,Darren Collison,Scott Foster,Ashley Moyer-Gleich,221.5,2,221.5,228o11,228,229,229.5,2,229.5,110,112,,
NBA 2018-2019 Regular Season,21800043,10/22/18,Minnesota,H,25,25,22,29,,,,,,101,240,36,85,7,33,22,24,8,39,47,24,17,9,15,15,12,101,99.3,99.3,101.7,91.6,3IN4,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,,Courtney Kirkland,-2,-2,221.5,-2.5,-2, -2 -05,-2,-2,229.5,-130,-1,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800044,10/22/18,Chicago,R,28,33,23,25,,,,,,109,240,41,80,13,23,14,21,7,27,34,18,29,6,19,19,4,109,99,99,110.1,116.1,1,Justin Holiday,Bobby Portis,Wendell Carter Jr.,Zach LaVine,Kris Dunn,Sean Corbin,Brett Nansel,228.5,4.5,228.5,231,229.5,230,229,5,229,170,112,,
NBA 2018-2019 Regular Season,21800044,10/22/18,Dallas,H,31,28,29,27,,,,,,115,240,40,93,15,47,20,21,13,28,41,25,16,8,15,16,2,115,99,99,116.1,110.1,1,Dorian Finney-Smith,Luka Doncic,DeAndre Jordan,Wesley Matthews,Dennis Smith Jr.,,John Goble,-25.5,-4.5,228.5,-5.5,-10,-5,-10,-5,229,-200,-4.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800045,10/22/18,Memphis,R,19,28,23,22,,,,,,92,240,31,84,9,28,21,26,7,36,43,18,22,10,10,11,2,92,95.4,95.4,96.4,88,2,Chandler Parsons,Jaren Jackson Jr.,Marc Gasol,Garrett Temple,Mike Conley,Jason Phillips,Natalie Sago,218,9,218,214,213.5, 213.5o16,213.5,11,213.5,506,105,,
NBA 2018-2019 Regular Season,21800045,10/22/18,Utah,H,22,24,17,21,,,,,,84,240,29,82,8,32,18,23,10,40,50,18,22,6,15,15,6,84,95.4,95.4,88,96.4,2,Joe Ingles,Derrick Favors,Rudy Gobert,Donovan Mitchell,Ricky Rubio,,Josh Tiven,-9,-9,218,-15,-10, -10.5 -18,-11,-11,213.5,-700,-8,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800046,10/22/18,Washington,R,28,34,16,33,14,,,,,125,265,46,110,15,37,18,26,12,42,54,23,27,6,10,10,7,125,119.1,107.8,105,104.2,1,Otto Porter Jr.,Markieff Morris,Ian Mahinmi,Bradley Beal,John Wall,Matt Boland,Mark Lindsay,226,4.5,226,226,227,227.5,228,4.5,228,160,114,,
NBA 2018-2019 Regular Season,21800046,10/22/18,Portland,H,32,30,15,34,13,,,,,124,265,43,108,11,39,27,31,17,53,70,22,22,6,19,20,4,124,119.1,107.8,104.2,105,1,Jake Layman,Al-Farouq Aminu,Jusuf Nurkic,CJ McCollum,Damian Lillard,,David Guthrie,-4.5,-4.5,226,-19.5,-4.5, -4.5 -05,-4.5,-4.5,228,-185,-3.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800047,10/22/18,Phoenix,R,23,24,34,22,,,,,,103,240,39,86,9,34,16,18,12,33,45,24,21,8,21,21,1,103,102.6,102.6,100.4,119.9,1,Ryan Anderson,Trevor Ariza,Deandre Ayton,Devin Booker,Isaiah Canaan,Derrick Collins,Justin Van Duyne,228.5,13,228.5,228,227,228,227.5,12.5,227.5,797,111,,
NBA 2018-2019 Regular Season,21800047,10/22/18,Golden State,H,32,38,36,17,,,,,,123,240,45,88,14,37,19,26,7,33,40,35,24,12,14,14,4,123,102.6,102.6,119.9,100.4,3IN4-B2B,Kevin Durant,Draymond Green,Damian Jones,Klay Thompson,Stephen Curry,,Ed Malloy,-13,-13,228.5,-12,-27.5, -12.5 -14,-27.5,-12.5,227.5,-1300,-16.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800048,10/22/18,San Antonio,R,40,25,34,29,15,,,,,143,265,50,97,15,28,28,38,10,37,47,32,26,9,9,9,3,143,114.4,103.6,125,124.1,1,Rudy Gay,Dante Cunningham,LaMarcus Aldridge,DeMar DeRozan,Bryn Forbes,Tom Washington,Jacyn Goble,222.5,1,222.5,226u11,226u12 ,226,226.5,2,226.5,110,116.5o15,,
NBA 2018-2019 Regular Season,21800048,10/22/18,LA Lakers,H,26,34,36,32,14,,,,,142,265,55,107,14,39,18,26,13,39,52,33,29,5,15,15,6,142,114.4,103.6,124.1,125,1,LeBron James,Kyle Kuzma,JaVale McGee,Kentavious Caldwell-Pope,Lonzo Ball,,Mark Ayotte,-1,-1,222.5,-1,-6,-1.5,-2,-2,226.5,-130,-17.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800049,10/23/18,Philadelphia,R,28,36,30,26,12,,,,,132,265,49,98,14,43,20,28,8,40,48,32,24,3,11,11,8,132,111.5,101,118.4,119.3,2,Robert Covington,Dario Saric,Joel Embiid,Landry Shamet,Markelle Fultz,Derek Richardson,Tyler Ford,-3,-3,219,5,-1,-1.5,-6,-1,214.5,-120,-4.5,,
NBA 2018-2019 Regular Season,21800049,10/23/18,Detroit,H,27,34,26,33,13,,,,,133,265,51,108,12,33,19,27,12,34,46,22,24,4,8,8,4,133,111.5,101,119.3,118.4,2,Stanley Johnson,Blake Griffin,Andre Drummond,Reggie Bullock,Reggie Jackson,,James Williams,219,3,219,215.5,214.5,215,214.5,1,214.5,100,105.5o20,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800050,10/23/18,LA Clippers,R,26,36,22,25,,,,,,109,240,41,87,5,20,22,27,9,38,47,18,26,5,16,17,4,109,104.2,104.2,104.6,111.4,1,Tobias Harris,Danilo Gallinari,Marcin Gortat,Avery Bradley,Patrick Beverley,Rodney Mott,Brent Barnaky,233,5.5,233,237,237o11 ,237,237.5,5.5,237.5,203,116o15,,
NBA 2018-2019 Regular Season,21800050,10/23/18,New Orleans,H,27,32,32,25,,,,,,116,240,40,93,6,24,30,40,12,36,48,22,24,12,8,8,8,116,104.2,104.2,111.4,104.6,3+,E'Twaun Moore,Anthony Davis,Nikola Mirotic,Jrue Holiday,Elfrid Payton,,Scott Wall,-5.5,-5.5,233,-5.5,-10.5, -5.5 -15,-5.5,-5.5,237.5,-245,-5.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800051,10/23/18,Sacramento,R,26,29,26,31,,,,,,112,240,45,86,13,31,9,20,9,30,39,29,17,7,16,16,6,112,100.3,100.3,111.6,125.6,1,Iman Shumpert,Willie Cauley-Stein,Nemanja Bjelica,Buddy Hield,De'Aaron Fox,Mike Callahan,Brandon Adair,227,11.5,227,227.5o26,228.5,229,229.5,12,229.5,614,111.5,,
NBA 2018-2019 Regular Season,21800051,10/23/18,Denver,H,33,35,37,21,,,,,,126,240,51,99,11,30,13,15,15,34,49,31,22,11,12,12,3,126,100.3,100.3,125.6,111.6,3IN4,Torrey Craig,Paul Millsap,Nikola Jokic,Gary Harris,Jamal Murray,,Ron Garretson,-11.5,-11.5,227,-12,-17, -12 -06,-17,-12,229.5,-900,-18,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800052,10/24/18,Dallas,R,42,16,29,17,,,,,,104,240,38,91,12,40,16,26,9,43,52,25,27,7,17,17,9,104,108.1,108.1,96.2,102.7,1,Dorian Finney-Smith,Luka Doncic,DeAndre Jordan,Wesley Matthews,Dennis Smith Jr.,Marat Kogut,Karl Lane,-7.5,-2.5,231.5,-1.5,-14.5, -1.5 -15,-2,-2,236,-125,2.5,,
NBA 2018-2019 Regular Season,21800052,10/24/18,Atlanta,H,22,26,32,31,,,,,,111,240,37,91,15,38,22,31,10,44,54,28,26,6,15,15,6,111,108.1,108.1,102.7,96.2,2,Taurean Prince,Vince Carter,Alex Len,Kent Bazemore,Trae Young,,Kane Fitzgerald,231.5,2.5,231.5,236.5o11,236.5,237,236,2,236,105,116,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800053,10/24/18,Brooklyn,R,24,21,38,19,,,,,,102,240,38,87,14,34,12,15,8,36,44,23,16,8,14,14,1,102,95,95,107.4,90.5,3+,Joe Harris,Jared Dudley,Jarrett Allen,Caris LeVert,D'Angelo Russell,Michael Smith,CJ Washington,228,3,228,226.5,226.5o11 ,226.5,226,2.5,226,120,116,,
NBA 2018-2019 Regular Season,21800053,10/24/18,Cleveland,H,17,28,17,24,,,,,,86,240,34,89,3,18,15,16,16,37,53,18,19,5,15,15,2,86,95,95,90.5,107.4,2,Cedi Osman,Kevin Love,Tristan Thompson,Rodney Hood,George Hill,,Marc Davis,-3,-3,228,-3,-18, -3 -05,-2.5,-2.5,226,-140,-1.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800054,10/24/18,New York,R,27,18,20,22,,,,,,87,240,33,91,12,33,9,14,10,35,45,20,23,5,12,12,3,87,99.6,99.6,87.4,110.4,1,Frank Ntilikina,Lance Thomas,Enes Kanter,Tim Hardaway Jr.,Trey Burke,Sean Corbin,Ashley Moyer-Gleich,224,8,224,222,220.5,219,218,8,218,281,106.5,,
NBA 2018-2019 Regular Season,21800054,10/24/18,Miami,H,16,31,45,18,,,,,,110,240,39,82,13,29,19,28,4,47,51,24,15,7,13,13,5,110,99.6,99.6,110.4,87.4,3+,Rodney McGruder,Kelly Olynyk,Hassan Whiteside,Josh Richardson,Goran Dragic,,Ben Taylor,-8,-8,224,-8.5,-8, -8.5 -15,-8,-8,218,-350,-4.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800055,10/24/18,Minnesota,R,19,29,26,31,,,,,,105,240,40,96,15,30,10,16,16,28,44,25,17,10,15,16,5,105,98.3,98.3,106.8,113.9,1,Jimmy Butler,Taj Gibson,Karl-Anthony Towns,Josh Okogie,Jeff Teague,Sean Wright,Gediminas Petraitis,226,8,226,227,227.5, 226o18,226,8.5,226,351,111.5,,
NBA 2018-2019 Regular Season,21800055,10/24/18,Toronto,H,26,31,26,29,,,,,,112,240,46,89,11,32,9,12,11,33,44,26,18,9,16,17,8,112,98.3,98.3,113.9,106.8,1,Kawhi Leonard,Pascal Siakam,Serge Ibaka,Danny Green,Kyle Lowry,,Curtis Blair,-8,-8,226,-23.5,-19.5,-8.5,-23.5,-8.5,226,-450,-2,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800056,10/24/18,Charlotte,R,27,26,29,28,,,,,,110,240,37,85,10,35,26,29,8,28,36,23,20,5,6,8,5,110,94.9,94.9,115.9,118,1,Nicolas Batum,Marvin Williams,Cody Zeller,Jeremy Lamb,Kemba Walker,Ken Mauer,Tyler Ford,-3.5,-3.5,227,-9.5,-7.5,-4,-19.5,-4.5,229,-200,-4,,
NBA 2018-2019 Regular Season,21800056,10/24/18,Chicago,H,24,30,34,24,,,,,,112,240,37,77,10,29,28,35,9,36,45,21,24,4,14,14,5,112,94.9,94.9,118,115.9,1,Justin Holiday,Bobby Portis,Wendell Carter Jr.,Zach LaVine,Cameron Payne,,Matt Boland,227,3.5,227,231,230,229.5,229,4.5,229,170,118,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800057,10/24/18,Utah,R,24,28,23,25,,,,,,100,240,34,78,10,29,22,28,9,38,47,21,21,7,18,19,5,100,96.9,96.9,103.2,91.9,1,Joe Ingles,Derrick Favors,Rudy Gobert,Donovan Mitchell,Ricky Rubio,Tony Brothers,Courtney Kirkland,218.5,3.5,218.5,-2,-1,1,-6,-1,217.5,-105,3,,
NBA 2018-2019 Regular Season,21800057,10/24/18,Houston,H,29,15,22,23,,,,,,89,240,35,87,11,40,8,14,10,25,35,16,23,12,15,17,5,89,96.9,96.9,91.9,103.2,2,Michael Carter-Williams,PJ Tucker,Clint Capela,Eric Gordon,James Harden,,JB DeRosa,-8.5,-3.5,218.5,218.5,217.5,216.5,217.5,1,217.5,-115,110.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800058,10/24/18,Indiana,R,28,34,26,28,,,,,,116,240,46,87,17,32,7,8,5,35,40,34,22,9,10,10,5,116,92.9,92.9,124.9,103.3,1,Bojan Bogdanovic,Thaddeus Young,Myles Turner,Victor Oladipo,Darren Collison,Brian Forte,Kevin Scott,215,2,215,211,210,211,210.5,1.5,210.5,100,103.5u15,,
NBA 2018-2019 Regular Season,21800058,10/24/18,San Antonio,H,22,28,21,25,,,,,,96,240,35,87,6,19,20,21,15,31,46,16,16,3,13,13,3,96,92.9,92.9,103.3,124.9,1,Rudy Gay,LaMarcus Aldridge,Jakob Poeltl,DeMar DeRozan,Bryn Forbes,,Eric Dalen,-2,-2,215,-2,-1.5,-2,-6.5,-1.5,210.5,-120,-4,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800059,10/24/18,Philadelphia,R,34,30,17,27,,,,,,108,240,38,92,11,34,21,30,8,42,50,29,27,4,16,16,5,108,111.3,111.3,97,110.5,B2B,Robert Covington,Dario Saric,Joel Embiid,Markelle Fultz,Ben Simmons,Nick Buchert,James Williams,224.5,5.5,224.5,227.5,227.5u15 ,227.5,228.5,5,228.5,188,113o15,,
NBA 2018-2019 Regular Season,21800059,10/24/18,Milwaukee,H,22,49,21,31,,,,,,123,240,41,100,13,43,28,30,9,42,51,24,27,7,11,11,10,123,111.3,111.3,110.5,97,1,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Malcolm Brogdon,Eric Bledsoe,,J.T. Orr,-5.5,-5.5,224.5,-5.5,-6,-5,-10,-5,228.5,-225,-0.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800060,10/24/18,LA Lakers,R,32,44,30,25,,,,,,131,240,52,100,10,28,17,23,11,32,43,34,19,13,8,8,5,131,104,104,126,108.7,1,LeBron James,Kyle Kuzma,JaVale McGee,Josh Hart,Lonzo Ball,David Guthrie,Mousa Dagher,-2,-2,234,-20.5,-21.5, -5.5 -15,-5,-5,238.5,-220,-11.5,,
NBA 2018-2019 Regular Season,21800060,10/24/18,Phoenix,H,30,24,32,27,,,,,,113,240,44,84,10,31,15,21,9,35,44,27,23,4,19,20,4,113,104,104,108.7,126,1,Trevor Ariza,Ryan Anderson,Deandre Ayton,Devin Booker,Isaiah Canaan,,Josh Tiven,234,2,234,238,238.5, 238.5o12,238.5,5,238.5,184,115.5o15,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800061,10/24/18,Memphis,R,28,24,19,21,,,,,,92,240,36,94,10,37,10,13,13,36,49,18,25,7,15,15,6,92,98.8,98.8,93.1,98.2,1,Kyle Anderson,Jaren Jackson Jr.,Marc Gasol,Garrett Temple,Mike Conley,Derrick Collins,Jacyn Goble,-2,-2,220,-3,-16, -3 -12,-18,-3,219,-150,1,,
NBA 2018-2019 Regular Season,21800061,10/24/18,Sacramento,H,19,25,27,26,,,,,,97,240,35,83,6,18,21,33,15,42,57,19,15,7,14,17,5,97,98.8,98.8,98.2,93.1,3IN4-B2B,Justin Jackson,Nemanja Bjelica,Willie Cauley-Stein,Buddy Hield,De'Aaron Fox,,Ed Malloy,220,2,220,220.5o14,221.5,220.5,219,3,219,130,107.5u20,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800062,10/24/18,Washington,R,37,34,26,25,,,,,,122,240,42,93,12,42,26,28,7,27,34,22,24,7,12,12,1,122,108.2,108.2,112.7,133.1,1,Otto Porter Jr.,Markieff Morris,Jason Smith,Bradley Beal,John Wall,Jason Phillips,Scott Twardoski,231.5,9.5,231.5,236.5,235.5,237,236,10.5,236,477,116.5o15,,
NBA 2018-2019 Regular Season,21800062,10/24/18,Golden State,H,46,34,35,29,,,,,,144,240,53,92,15,33,23,25,10,38,48,37,22,6,15,18,5,144,108.2,108.2,133.1,112.7,3IN4,Kevin Durant,Draymond Green,Damian Jones,Klay Thompson,Stephen Curry,,Mark Ayotte,-9.5,-9.5,231.5,-9.5,-10, -10 -05,-10.5,-10.5,236,-650,-3.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800063,10/25/18,Cleveland,R,27,23,18,35,,,,,,103,240,41,89,8,24,13,15,7,23,30,18,25,11,9,9,1,103,95.4,95.4,108,115.3,B2B,Cedi Osman,Channing Frye,Tristan Thompson,Rodney Hood,George Hill,Eric Lewis,Jonathan Sterling,223.5,6.5,223.5,216.5,216,217,216.5,9.5,216.5,384,106.5u15,,
NBA 2018-2019 Regular Season,21800063,10/25/18,Detroit,H,30,28,22,30,,,,,,110,240,41,78,11,28,17,29,13,35,48,21,21,4,20,20,5,110,95.4,95.4,115.3,108,1,Stanley Johnson,Blake Griffin,Andre Drummond,Reggie Bullock,Reggie Jackson,,Gediminas Petraitis,-6.5,-6.5,223.5,-25,-10,-9,-9.5,-9.5,216.5,-500,-8.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800064,10/25/18,Portland,R,33,25,33,37,,,,,,128,240,48,87,11,27,21,26,12,32,44,24,22,6,10,11,6,128,96.2,96.2,133,118.5,2,Jake Layman,Al-Farouq Aminu,Jusuf Nurkic,CJ McCollum,Damian Lillard,Derek Richardson,John Goble,-9,-4,219,-4.5,-9,-3.5,-8.5,-3.5,213.5,-150,-13.5,,
NBA 2018-2019 Regular Season,21800064,10/25/18,Orlando,H,22,26,36,30,,,,,,114,240,43,86,12,30,16,20,11,29,40,29,21,5,14,14,7,114,96.2,96.2,118.5,133,2,Jonathan Isaac,Aaron Gordon,Nikola Vucevic,Evan Fournier,D.J. Augustin,,Tony Brown,219,4,219,215.5,215,214.5,213.5,3.5,213.5,130,110,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800065,10/25/18,Boston,R,16,18,40,27,,,,,,101,240,33,86,11,32,24,33,10,35,45,19,27,7,11,12,1,101,100.5,100.5,100.5,94.6,2,Jayson Tatum,Gordon Hayward,Al Horford,Jaylen Brown,Kyrie Irving,James Capers,Leon Wood,209,1.5,209,218.5,218.5u21 , 219.5u20,219.5,1,219.5,-105,112u15,,
NBA 2018-2019 Regular Season,21800065,10/25/18,Oklahoma City,H,22,28,23,22,,,,,,95,240,37,94,7,28,14,25,16,41,57,19,27,5,16,16,6,95,100.5,100.5,94.6,100.5,3+,Paul George,Jerami Grant,Steven Adams,Terrance Ferguson,Russell Westbrook,,Ron Garretson,-1.5,-1.5,209,-6,1, +1 -05,-15,-1,219.5,-115,-10.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800066,10/25/18,Denver,R,26,31,32,25,,,,,,114,240,46,92,6,23,16,20,10,34,44,22,22,8,19,19,5,114,106.2,106.2,107.3,113.9,1,Torrey Craig,Paul Millsap,Nikola Jokic,Gary Harris,Jamal Murray,Ed Malloy,Scott Twardoski,-3.5,-3.5,239,-6,0, -1 -05,-1,-1,234.5,-115,-6,,
NBA 2018-2019 Regular Season,21800066,10/25/18,LA Lakers,H,22,36,29,34,,,,,,121,240,46,92,10,29,19,23,9,33,42,27,19,13,13,14,3,121,106.2,106.2,113.9,107.3,3IN4-B2B,LeBron James,Kyle Kuzma,JaVale McGee,Josh Hart,Lonzo Ball,,Kevin Cutler,239,3.5,239,234.5,234o18 ,234.5,234.5o12,1,234.5,-105,115o15,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21800067,10/26/18,Chicago,R,25,29,21,31,,,,,,106,240,37,85,16,36,16,22,8,26,34,21,16,5,13,14,7,106,98.9,98.9,107.2,136.5,1,Justin Holiday,Chandler Hutchison,Wendell Carter Jr.,Zach LaVine,Cameron Payne,Tony Brothers,Matt Myers,228,9,228,224.5,224,222.5,223,10.5,223,447,109.5,,
